firstname;male;female
ROXANNE;0;4023
ROXELANE;0;39
ROXY;0;25
ROY;804;0
ROYA;0;56
ROYAL;27;0
ROYAN;30;0
ROYANN;22;0
ROYCE;62;0
ROZA;0;333
ROZALIA;0;47
ROZAN;32;0
ROZANA;0;43
ROZANE;0;48
ROZANNA;0;20
ROZANNE;0;57
ROZE;0;68
ROZELIN;0;33
ROZEN;0;235
ROZENN;0;4681
ROZENNE;0;51
ROZERIN;0;88
ROZLENE;0;24
ROZY;0;32
RUAN;71;0
RUBBEN;251;0
RUBBENS;30;0
RUBBY;0;86
RUBEN;16393;0
RUBENN;56;0
RUBENS;978;0
RUBI;0;110
RUBIE;0;157
RUBIN;165;0
RUBINA;0;36
RUBIS;30;412
RUBY;42;1739
RUDDY;3322;0
RUDHY;28;0
RUDI;488;0
RUDIA;0;22
RUDIE;0;22
RUDOLF;471;0
RUDOLPH;631;0
RUDOLPHE;867;0
RUDY;20460;69
RUDYARD;20;0
RUFFIN;292;0
RUFFINE;0;249
RUFIN;490;27
RUFINA;0;65
RUFINE;0;686
RUFINO;71;0
RUFUS;39;0
RUGGERO;48;0
RUGGIERO;22;0
RUI;1810;0
RUI-MANUEL;101;0
RUI-MIGUEL;46;0
RUIS;47;0
RUIZ;51;0
RUKAYA;0;28
RUKEN;0;98
RUKIYE;0;321
RUMAYSA;0;22
RUMEYSA;0;570
RUPERT;106;0
RUPHINE;0;52
RUQAYYA;0;22
RUSLAN;63;0
RUSSEL;96;0
RUSSELL;126;0
RUSTEM;55;0
RUT;0;35
RUTE;0;21
RUTH;0;2989
RUTHY;0;57
RUVEYDA;0;127
RUY;79;0
RUYA;0;92
RUZANNA;0;20
RUZGAR;102;0
RUZICA;0;28
RWAN;142;0
RYAD;4380;0
RYADE;59;0
RYADH;171;0
RYAN;19437;23
RYANA;0;116
RYANE;237;34
RYANN;296;0
RYANNA;0;73
RYAZ;21;0
RYDA;25;0
RYHAD;46;0
RYHAM;0;39
RYHAN;128;0
RYHANA;0;121
RYHANE;0;33
RYHANNA;0;96
RYHEM;0;66
RYIAD;29;0
RYLAN;66;0
RYLES;207;0
RYLESS;56;0
RYLEY;141;0
RYM;0;1997
RYMA;0;256
RYME;0;365
RYMEL;0;51
RYMEN;0;24
RYMESS;0;24
RYNA;0;38
RYNAD;0;22
RYO;143;0
RYSLENE;0;39
RYSZARD;30;0
RYTEJ;0;21
RYTEL;0;28
RYU;88;0
RYWAN;93;0
RYZLENE;0;52
SA;20;0
SA'AD;31;0
SAAD;2490;0
SAADA;65;167
SAADET;0;34
SAADI;281;0
SAADIA;0;927
SAADIYA;0;23
SAADYA;0;22
SAAID;45;0
SAAIDA;0;36
SAANA;0;79
SAANDATI;0;23
SAANDIA;0;28
SAARA;0;60
SABA;100;349
SABAA;0;50
SABAH;26;3239
SABAHA;0;20
SABAHE;0;57
SABAN;127;0
SABAR;83;0
SABAS;387;220
SABATINO;63;0
SABAYA;0;28
SABBA;0;33
SABBAH;0;126
SABEHA;0;54
SABELINE;0;29
SABELLE;0;28
SABER;986;0
SABERA;0;74
SABEUR;48;0
SABHA;0;35
SABI;35;0
SABIA;0;70
SABIH;31;0
SABIHA;0;309
SABIL;97;0
SABILA;0;28
SABIN;430;0
SABINA;0;932
SABINE;21;64028
SABINO;72;0
SABIR;239;0
SABIRA;0;168
SABRA;0;276
SABRE;55;0
SABRI;4972;0
SABRIA;0;487
SABRILLA;0;23
SABRIN;0;55
SABRINA;0;95870
SABRINE;0;2560
SABRINEL;0;45
SABRINELLE;0;28
SABRINO;44;0
SABRIYA;0;131
SABRY;814;0
SABRYA;0;158
SABRYNA;0;73
SABRYNE;0;37
SACHA;58876;3613
SACI;47;0
SACIA;0;39
SACRA;0;31
SAD;26;0
SADA;174;24
SADAF;0;72
SADAK;60;0
SADAM;43;0
SADDAM;55;0
SADDEK;52;0
SADE;0;110
SADEK;413;0
SADEN;47;0
SADET;0;28
SADETTIN;28;0
SADHANA;0;20
SADI;558;0
SADIA;59;1895
SADIE;0;38
SADIHA;0;27
SADIK;95;0
SADIKA;0;59
SADIN;22;0
SADINE;0;32
SADIO;628;895
SADIYA;0;73
SADIYE;0;24
SADJA;0;31
SADJI;50;0
SADJIA;0;70
SADJID;39;0
SADJIDA;0;76
SADJO;20;32
SADJY;22;0
SADOK;218;0
SADOU;45;0
SADRI;76;0
SADRY;41;0
SADY;41;0
SADYA;0;77
SAE;0;26
SAEL;699;28
SAELLE;0;62
SAER;28;0
SAFA;64;4261
SAFAA;0;1330
SAFAE;0;869
SAFAH;0;55
SAFAK;60;0
SAFANA;0;27
SAFET;48;0
SAFFA;0;78
SAFFANA;0;24
SAFFIA;0;33
SAFFIYA;0;49
SAFI;264;129
SAFIA;0;7012
SAFIANA;0;25
SAFIATOU;0;490
SAFIETOU;0;106
SAFIHA;0;20
SAFIN;23;0
SAFINA;0;192
SAFIR;680;0
SAFIRA;0;203
SAFIYA;0;3960
SAFIYAH;0;159
SAFIYATOU;0;46
SAFIYE;0;169
SAFIYYA;0;196
SAFIYYAH;0;69
SAFOINE;50;0
SAFORA;0;93
SAFOUA;0;38
SAFOUAN;93;0
SAFOUANE;502;0
SAFOURA;0;69
SAFWA;0;97
SAFWAN;1200;0
SAFWANE;912;0
SAFWEN;93;0
SAFWENE;22;0
SAFY;41;40
SAFYA;0;898
SAFYATOU;0;26
SAFYIA;0;23
SAFYR;46;0
SAGAMORE;30;0
SAGANA;0;26
SAGED;22;0
SAGIA;0;54
SAGRA;0;36
SAGRARIO;0;27
SAHAD;31;0
SAHAL;20;0
SAHAN;26;0
SAHANA;0;133
SAHAR;0;267
SAHARA;0;106
SAHAROU;28;0
SAHBI;186;0
SAHDIA;0;36
SAHEL;730;62
SAHIA;0;20
SAHIB;30;0
SAHID;64;0
SAHIDA;0;55
SAHIL;183;0
SAHILA;0;62
SAHIM;99;0
SAHIMA;0;25
SAHIN;292;0
SAHINA;0;148
SAHIR;32;0
SAHIRA;0;27
SAHLA;0;20
SAHLI;20;0
SAHLIA;0;39
SAHNA;0;87
SAHONA;0;120
SAHONDRA;0;29
SAHORY;0;27
SAHRA;0;2459
SAHRAOUI;20;0
SAHTEENE;0;25
SAHYNA;0;52
SAI;39;0
SAIAN;296;0
SAIBA;24;0
SAIBO;39;0
SAIBOU;50;0
SAID;12821;0
SAIDA;0;3874
SAIDE;32;0
SAIDI;73;29
SAIDIA;0;28
SAIDINA;23;0
SAIDOU;480;0
SAIF;718;0
SAIF-DINE;36;0
SAIF-EDDINE;224;0
SAIF-EDINE;22;0
SAIFALLAH;36;0
SAIFAN;26;0
SAIFDINE;67;0
SAIFEDDINE;237;0
SAIFEDINE;74;0
SAIFI;25;0
SAIFULLAH;29;0
SAIG;21;0
SAIKOU;43;0
SAILA;0;53
SAILOR;39;0
SAIM;131;0
SAIMA;0;159
SAIMON;28;0
SAINA;0;801
SAINDOU;31;0
SAINT;1470;138
SAINT-AIME;27;0
SAINT-ANGE;459;25
SAINT-CLAIR;108;0
SAINT-CYR;217;0
SAINT-ELOI;34;0
SAINT-HELENE;28;0
SAINT-HILAIRE;77;0
SAINT-HUBERT;22;0
SAINT-JEAN;362;0
SAINT-JUST;92;0
SAINT-JUSTE;41;0
SAINT-LOUIS;80;0
SAINT-MARC;24;0
SAINT-MARTIN;249;0
SAINT-OMER;53;0
SAINT-PAUL;27;0
SAINT-PIERRE;42;0
SAINT-PRIX;27;0
SAINT-YVES;158;0
SAINTE;407;648
SAINTE-CATHERINE;37;0
SAINTE-CLAIRE;38;0
SAINTE-CROIX;383;103
SAINTE-HELENE;28;0
SAINTE-LUCE;85;0
SAINTE-MARIE;25;20
SAINTE-ROSE;89;0
SAIOA;0;51
SAIRA;0;136
SAIT;50;0
SAIYAN;117;0
SAJA;0;836
SAJAD;35;0
SAJAN;24;0
SAJDA;0;117
SAJED;321;0
SAJI;101;0
SAJIA;0;97
SAJID;862;0
SAJIDA;0;290
SAJITH;21;0
SAJJAD;67;0
SAKHINA;0;26
SAKHO;0;41
SAKI;0;30
SAKINA;0;3562
SAKINAH;0;85
SAKINE;0;48
SAKIR;53;0
SAKO;24;0
SAKURA;0;263
SAKYNA;0;105
SALA;82;51
SALADIN;36;0
SALAH;4210;0
SALAH-DIN;27;0
SALAH-DINE;69;0
SALAH-EDDIN;21;0
SALAH-EDDINE;429;0
SALAH-EDINE;52;0
SALAHDDINE;26;0
SALAHDIN;120;0
SALAHDINE;205;0
SALAHEDDINE;326;0
SALAHEDINE;108;0
SALAM;108;38
SALAMA;0;220
SALAMATA;0;333
SALAMBO;0;20
SALAMI;33;0
SALAMMBO;0;21
SALAS;25;0
SALEA;0;50
SALEAH;0;23
SALEEM;21;0
SALEH;144;0
SALEHA;0;564
SALEK;22;0
SALEM;1928;27
SALEMA;0;49
SALEMATOU;0;63
SALENA;0;122
SALERA;0;43
SALETE;0;45
SALHA;21;98
SALHIA;0;74
SALI;43;97
SALIA;79;246
SALIAH;0;38
SALIF;766;0
SALIFOU;40;0
SALIH;706;0
SALIHA;0;2961
SALIHOU;34;0
SALIKA;0;58
SALIM;10204;0
SALIMA;0;6485
SALIMAH;0;31
SALIMATA;0;1329
SALIMATOU;0;320
SALIME;269;0
SALIMOU;304;0
SALINA;0;240
SALINE;0;25
SALIOU;365;0
SALIRA;0;26
SALIYA;0;27
SALKA;0;42
SALLA;23;63
SALLAH;79;0
SALLE;22;66
SALLY;68;794
SALLYA;0;23
SALMA;0;9715
SALMAH;0;22
SALMAN;1082;0
SALMANE;579;0
SALMATA;0;50
SALMEN;58;0
SALMENE;21;0
SALOI;0;112
SALOME;49;27802
SALOMEA;0;49
SALOMEE;0;868
SALOMEIA;0;21
SALOMON;1631;0
SALOU;105;0
SALOUA;0;1052
SALOUHA;0;26
SALOUM;96;0
SALSABIL;0;692
SALSABILA;0;59
SALSABILE;0;163
SALSABYL;0;40
SALTANA;0;28
SALVA;21;0
SALVADOR;2046;0
SALVADORA;0;119
SALVADORE;45;0
SALVAT;179;0
SALVATOR;845;0
SALVATORE;3675;0
SALVATRICE;0;170
SALVINA;0;131
SALVINO;34;0
SALVY;48;0
SALWA;0;1088
SALY;0;254
SALYA;0;164
SALYHA;0;30
SALYM;43;0
SALYMA;0;24
SALYMATA;0;48
SALYNA;0;27
SAM;6321;641
SAMA;27;272
SAMAA;0;35
SAMAD;147;0
SAMAEL;701;0
SAMAELLE;0;44
SAMAH;21;725
SAMAN;42;23
SAMANA;0;23
SAMANTA;0;622
SAMANTHA;0;17739
SAMAR;22;471
SAMARA;0;548
SAMARAH;0;28
SAMARIA;0;30
SAMAYA;0;35
SAMBA;2030;0
SAMBALA;24;0
SAMBATH;37;0
SAMBO;21;0
SAMBOU;208;0
SAMBRE;0;21
SAME;27;27
SAMED;220;0
SAMEER;49;0
SAMEERA;0;20
SAMEH;48;93
SAMEIRA;0;34
SAMENTA;0;30
SAMENTHA;0;39
SAMER;140;0
SAMERA;0;194
SAMERY;26;0
SAMET;772;0
SAMI;14613;0
SAMI-YUSUF;25;0
SAMIA;0;15067
SAMIAH;0;29
SAMIANTI;0;33
SAMID;21;0
SAMIE;25;0
SAMIEL;70;0
SAMIH;365;0
SAMIHA;0;326
SAMIL;40;0
SAMILA;0;35
SAMINA;0;278
SAMIR;17080;0
SAMIRA;0;13226
SAMIRAH;0;112
SAMIRDINE;40;0
SAMIRE;122;0
SAMIRHA;0;25
SAMIYA;0;202
SAMMANTHA;0;47
SAMMI;20;0
SAMMUEL;64;0
SAMMY;1475;0
SAMNA;0;39
SAMNANG;44;0
SAMORY;115;0
SAMPIERO;94;0
SAMPIERU;56;0
SAMRA;0;661
SAMRAH;0;26
SAMREEN;0;20
SAMSARA;0;47
SAMSHA;0;63
SAMSON;1863;107
SAMUEL;94668;82
SAMUELA;0;113
SAMUELE;105;22
SAMUELLA;0;165
SAMUELLE;0;385
SAMVEL;88;0
SAMY;18107;0
SAMYA;0;1003
SAMYR;159;0
SAMYRA;0;217
SAN;74;25
SANA;67;8509
SANAA;0;3326
SANABA;0;35
SANAD;229;0
SANAE;0;1388
SANAEL;23;0
SANAH;0;619
SANAM;0;42
SANASSY;28;0
SANATA;0;88
SANAY;0;20
SANAYA;0;95
SANCIA;0;25
SANCIE;0;32
SANDA;0;89
SANDATI;0;28
SANDDY;0;39
SANDER;111;0
SANDERS;100;0
SANDES;0;54
SANDHYA;0;43
SANDI;34;56
SANDIA;0;110
SANDIE;24;3839
SANDJANA;0;34
SANDJAY;56;0
SANDJI;38;0
SANDJY;27;0
SANDOR;74;0
SANDRA;20;103890
SANDRIC;32;0
SANDRICK;20;0
SANDRINA;0;1233
SANDRINE;0;240225
SANDRINO;53;0
SANDRO;9696;0
SANDRY;52;0
SANDRYNE;0;65
SANDY;2246;15937
SANDYA;0;55
SANDYE;0;24
SANE;32;37
SANED;44;0
SANEL;59;0
SANELA;0;210
SANELLA;0;27
SANEM;0;52
SANG;20;0
SANGOHAN;21;0
SANI;80;0
SANIA;0;1045
SANIYA;0;240
SANIYE;0;65
SANJA;0;160
SANJAI;22;0
SANJANA;0;135
SANJAY;349;0
SANJEEV;40;0
SANJEEVAN;26;0
SANJI;81;0
SANJITH;24;0
SANJIV;26;0
SANJIVAN;27;0
SANJY;24;0
SANKA;45;0
SANKOU;23;0
SANKOUMBA;243;0
SANKOUN;43;0
SANKOUNG;21;0
SANN;36;0
SANNA;0;514
SANNAH;0;103
SANNE;0;34
SANNY;21;0
SANOU;0;58
SANOUNOU;29;0
SANOUSSI;35;0
SANOUSSY;87;0
SANSA;0;51
SANSON;92;0
SANTA;0;514
SANTANA;0;221
SANTE;95;0
SANTHIYA;0;26
SANTHOSH;74;0
SANTI;187;0
SANTIA;0;29
SANTIAGO;1990;0
SANTIANA;35;73
SANTINA;0;429
SANTINE;0;109
SANTINO;698;0
SANTO;415;0
SANTOS;195;0
SANTOSH;22;0
SANTU;120;0
SANTY;39;0
SANY;104;23
SANYA;0;390
SANZO;22;0
SAO;59;44
SAOIRSE;0;35
SAONA;0;886
SAORI;0;200
SAORIE;0;20
SAORY;0;39
SAOSSANE;0;35
SAOUCEN;0;27
SAOUD;32;0
SAOUDA;0;145
SAOUDATOU;0;44
SAOUDI;30;0
SAOUSAN;0;23
SAOUSANE;0;21
SAOUSEN;0;65
SAOUSSAN;0;29
SAOUSSANE;0;93
SAOUSSEN;0;177
SAOUSSENE;0;34
SAPHA;0;38
SAPHIA;0;618
SAPHIR;478;109
SAPHIRA;0;225
SAPHIRE;0;37
SAPHO;0;54
SAPHORA;0;73
SAPHYA;0;32
SAPHYR;44;0
SAPHYRA;0;31
SAPNA;0;27
SAQUINA;0;28
SARA;25;27800
SARA-LOU;0;71
SARA-LUNA;0;27
SARAFINA;0;90
SARAH;49;172430
SARAH-ANNE;0;29
SARAH-JANE;0;94
SARAH-LAURE;0;34
SARAH-LEA;0;31
SARAH-LEE;0;26
SARAH-LINA;0;22
SARAH-LINE;0;49
SARAH-LISA;0;31
SARAH-LISE;0;33
SARAH-LOU;0;224
SARAH-LOUISE;0;79
SARAH-LUNA;0;35
SARAH-MARIE;0;84
SARAH-MYRIAM;0;30
SARAH-ROSE;0;41
SARAI;0;130
SARAN;40;382
SARANDA;0;26
SARANE;0;30
SARANYA;0;32
SARASVATI;0;23
SARATA;0;145
SARATOU;0;35
SARAY;0;39
SARAYMA;0;28
SARE;0;38
SARGIS;21;0
SARHA;0;477
SARHAN;34;0
SARHANE;31;0
SARI;40;21
SARIA;0;56
SARIAKA;0;35
SARIDA;0;30
SARIEL;31;0
SARIKA;0;37
SARINA;0;292
SARINE;0;31
SARITA;0;141
SARIYA;0;23
SARKIS;185;0
SARODJA;0;20
SARRA;0;1710
SARRAH;0;362
SARUJAN;44;0
SARY;36;0
SARYA;0;88
SARYNA;0;25
SASA;321;0
SASCHA;393;132
SASHA;10583;7736
SASHKA;0;21
SASKIA;0;822
SASKYA;0;42
SASSI;114;0
SASSIA;0;108
SATA;0;25
SATCHEL;29;0
SATEEN;0;22
SATHEEN;0;65
SATHEENE;0;76
SATHINE;0;23
SATHYA;83;35
SATHYNE;0;47
SATI;0;141
SATIA;23;30
SATIE;0;34
SATILMIS;23;0
SATINE;0;1000
SATOU;0;43
SATURNA;0;20
SATURNIN;1018;118
SATURNINE;0;256
SATURNINO;46;0
SATYA;321;149
SATYAM;45;0
SATYNE;0;41
SAUDADE;0;21
SAUFIANE;33;0
SAUL;991;0
SAULE;38;25
SAUNIA;0;27
SAURAYA;0;43
SAURIA;0;34
SAUVANE;0;66
SAUVANNE;0;39
SAUVEUR;3048;0
SAVA;20;0
SAVANA;0;648
SAVANAH;0;672
SAVANNA;0;307
SAVANNAH;0;2322
SAVAS;71;0
SAVELINA;0;20
SAVERIA;0;575
SAVERINA;0;20
SAVERIO;274;0
SAVERIU;171;0
SAVIA;0;32
SAVIN;76;0
SAVINA;0;195
SAVINE;0;222
SAVINIEN;414;0
SAVINO;142;0
SAVIO;130;0
SAWAN;53;0
SAWDA;0;186
SAWSAN;0;199
SAWSANA;0;39
SAWSANE;0;331
SAWSEN;0;324
SAWSENE;0;291
SAWSSAN;0;24
SAWSSANE;0;59
SAWSSEN;0;117
SAWSSENE;0;42
SAWYER;137;50
SAY;31;0
SAYA;39;413
SAYAD;30;0
SAYAH;74;25
SAYALINE;0;99
SAYAM;84;0
SAYAN;772;0
SAYANA;0;427
SAYANAH;0;24
SAYANE;121;68
SAYANN;300;0
SAYANNA;0;85
SAYANNE;0;31
SAYDA;0;45
SAYDEN;27;0
SAYDOU;47;0
SAYED;132;0
SAYEL;72;0
SAYEM;24;0
SAYF;272;0
SAYF-EDDINE;54;0
SAYFALLAH;23;0
SAYFDINE;40;0
SAYFEDDINE;62;0
SAYFEDINE;59;0
SAYFOULLA;22;0
SAYFOULLAH;80;0
SAYFULLAH;62;0
SAYHAN;28;0
SAYLA;0;30
SAYLAN;21;0
SAYMA;0;39
SAYMON;68;0
SAYNA;0;162
SAYON;35;81
SAYRA;0;63
SAYRON;30;0
SAYSANA;53;0
SAYURI;0;54
SAZIYE;0;25
SCANDER;86;0
SCARLET;0;53
SCARLETT;0;1100
SCARLETTE;0;120
SCHADRAC;58;0
SCHAIMA;0;63
SCHAINA;0;26
SCHAINEZ;0;21
SCHANA;0;51
SCHANNA;0;28
SCHEERAZADE;0;20
SCHEHERAZADE;0;440
SCHEILA;0;40
SCHEIMA;0;26
SCHEKINA;0;40
SCHELSY;0;26
SCHERAZADE;0;233
SCHERIF;31;0
SCHERINE;0;24
SCHERLEY;0;31
SCHILO;61;0
SCHIPHRA;0;26
SCHIRLEY;0;57
SCHNEIDER;60;0
SCHOLASTIE;0;386
SCHOLASTIEN;99;0
SCHOLASTIQUE;245;835
SCIPION;29;0
SCOLASTIE;0;24
SCOLASTIQUE;0;75
SCOTT;1774;0
SCOTTIE;22;0
SCOTTY;601;0
SCOTY;42;0
SCYLLA;0;20
SEAD;28;0
SEAL;20;0
SEAN;2662;0
SEBAHAT;0;51
SEBAHATTIN;21;0
SEBAN;23;0
SEBASTIAN;1931;0
SEBASTIANA;0;88
SEBASTIANO;245;0
SEBASTIAO;43;0
SEBASTIEN;304500;122
SEBASTIENNE;0;928
SEBIHA;0;32
SEBNEM;0;33
SEBTI;77;0
SECIL;0;188
SECILIA;0;24
SECKOU;84;0
SECOND;65;0
SECONDINE;0;39
SECONDO;88;0
SEDA;0;522
SEDANUR;0;35
SEDAT;315;0
SEDDIK;207;0
SEDEF;0;212
SEDIFO;0;22
SEDIK;84;0
SEDNA;0;21
SEDRA;0;56
SEDRIC;39;0
SEDRICK;27;0
SEDRINE;0;24
SEFA;464;27
SEFANA;0;214
SEFER;62;0
SEFFANA;0;22
SEFIA;0;26
SEFIANE;53;0
SEFIKA;0;35
SEFKAN;60;0
SEFORA;0;435
SEGA;178;0
SEGHIR;107;0
SEGOLAINE;0;38
SEGOLEN;0;54
SEGOLENE;0;5325
SEGUNDO;46;0
SEHAM;0;122
SEHAME;0;46
SEHEM;0;30
SEHER;0;325
SEHRI;0;22
SEHRIBAN;0;38
SEID;45;0
SEIDOU;32;0
SEIF;336;0
SEIF-EDDINE;191;0
SEIFANA;0;20
SEIFDINE;38;0
SEIFEDDINE;187;0
SEIFEDINE;54;0
SEIJI;67;0
SEIKOU;26;0
SEILA;0;32
SEINA;0;60
SEIYA;88;0
SEJDA;0;33
SEJOUD;0;24
SEKHOU;103;0
SEKINA;0;65
SEKOU;1941;0
SEKOU-OUMAR;20;0
SEKOUBA;77;0
SELA;0;21
SELAH;0;37
SELAHATTIN;88;0
SELAMI;50;0
SELCAN;0;96
SELCUK;207;0
SELDA;0;474
SELEM;44;0
SELEN;0;1099
SELENA;0;8629
SELENAY;0;115
SELENE;0;3086
SELENIA;0;537
SELENN;0;53
SELENNA;0;67
SELENNE;0;21
SELENYA;0;111
SELEYNA;0;48
SELIA;0;455
SELIAN;67;0
SELIANA;0;24
SELIANE;0;30
SELIHA;0;49
SELIM;6213;0
SELIMA;0;360
SELIMAN;32;0
SELIMANE;21;0
SELIMATA;0;72
SELIME;46;24
SELIN;0;1695
SELINA;0;944
SELINAY;0;78
SELINE;0;205
SELLAM;25;0
SELLY;40;105
SELLYA;0;22
SELMA;0;11738
SELMAN;374;0
SELMANE;159;0
SELMEN;313;0
SELMENE;153;0
SELOUA;0;136
SELSABIL;0;239
SELSABILA;0;30
SELSABILE;0;74
SELSEBIL;0;86
SELSEBILE;0;23
SELTANA;0;24
SELVA;0;66
SELVAN;24;0
SELVER;0;47
SELVI;0;184
SELVINA;0;26
SELVINAZ;0;25
SELWA;0;162
SELWYN;21;0
SELYA;0;408
SELYAN;1685;0
SELYANA;0;28
SELYANE;142;0
SELYANN;43;0
SELYM;55;0
SELYNA;0;124
SEM;249;0
SEMA;27;729
SEMA-NUR;0;38
SEMAH;0;21
SEMANUR;0;156
SEMI;322;0
SEMIA;0;278
SEMIH;1561;0
SEMIHA;0;133
SEMIN;31;0
SEMINA;0;53
SEMIR;158;0
SEMIRA;0;86
SEMMY;25;0
SEMRA;0;291
SEMSI;0;32
SEMY;167;0
SEMYA;0;22
SEN;0;20
SENA;80;1028
SENAD;86;0
SENADA;0;38
SENAMI;0;31
SENAN;34;0
SENANUR;0;35
SENATEUR;44;0
SENAY;0;111
SENDA;0;132
SENDE;0;40
SENDES;0;31
SENDRINE;0;41
SENDY;0;87
SENEM;0;180
SENER;34;0
SENG;43;0
SENGUL;0;101
SENI;106;0
SENIA;0;96
SENIHA;0;21
SENNA;147;35
SENNUR;0;24
SENNY;120;0
SENOL;98;0
SENOU;25;0
SENOUCI;28;0
SENTHURAN;35;0
SENY;339;22
SENZO;119;0
SEO;20;0
SEONA;0;51
SEPHANA;0;43
SEPHORA;0;3834
SEPHORAH;0;34
SEPTI;23;0
SEPTIME;275;119
SERA;0;30
SERAFETTIN;27;0
SERAFIM;46;0
SERAFIN;114;0
SERAFINA;0;100
SERAFINO;40;0
SERAH;0;90
SERAJ;20;0
SERAP;0;220
SERAPHIE;0;336
SERAPHIN;3410;27
SERAPHINA;0;33
SERAPHINE;0;2676
SERAY;0;33
SERAYA;0;52
SERCAN;117;0
SERDAL;140;0
SERDAR;369;0
SEREF;43;0
SEREINE;0;24
SEREN;0;108
SERENA;0;9023
SERENAY;0;21
SERENE;0;51
SERENELLA;0;47
SERENNA;0;50
SEREY;29;0
SERGE;219139;285
SERGEI;48;0
SERGEJ;25;0
SERGELINE;0;29
SERGEN;97;0
SERGES;253;0
SERGETTE;0;120
SERGEY;28;0
SERGI;29;0
SERGINA;0;39
SERGINE;0;2022
SERGINIO;35;0
SERGIO;3385;0
SERGIU;48;0
SERGO;20;0
SERGUEI;159;0
SERHAD;34;0
SERHAN;73;0
SERHAT;517;0
SERIF;45;26
SERIFE;0;324
SERIGNE;460;0
SERIGNE-FALLOU;33;0
SERIGNE-SALIOU;97;0
SERIN;0;22
SERINA;0;179
SERINE;0;1519
SERJIO;34;0
SERJO;20;0
SERKAN;1023;0
SERMIN;0;23
SERNIN;29;0
SERPIL;0;297
SERRA;0;50
SERRINE;0;28
SERTAC;23;0
SERTAN;27;0
SERVAIS;662;150
SERVAISE;0;56
SERVAN;348;0
SERVANE;0;3352
SERVANN;26;0
SERVANNE;0;441
SERVET;63;0
SERVILIA;0;22
SERWAN;44;0
SERY;30;0
SERYNE;0;126
SERZAN;21;0
SETA;0;222
SETAN;0;63
SETH;427;0
SETHI;32;0
SETHY;51;0
SETOU;0;25
SETTI;0;119
SETTY;0;22
SETY;27;0
SEVAG;50;0
SEVAK;40;0
SEVAL;0;119
SEVAN;2046;33
SEVANA;0;60
SEVANE;57;116
SEVANN;138;0
SEVCAN;0;56
SEVDA;0;538
SEVDE;0;149
SEVEN;226;32
SEVER;28;0
SEVERE;200;0
SEVERIC;21;0
SEVERIN;2603;33
SEVERINA;0;200
SEVERINE;0;95407
SEVERINNE;0;57
SEVERINO;229;0
SEVERYNE;0;44
SEVGI;0;419
SEVIL;0;177
SEVILAY;0;183
SEVIM;0;325
SEVIN;0;89
SEVINC;0;61
SEVINE;0;21
SEVKET;69;0
SEVKI;21;0
SEVRINE;0;353
SEVTAP;0;20
SEVVAL;0;45
SEWAN;40;0
SEYAN;41;0
SEYANA;0;572
SEYANNA;0;44
SEYBA;68;0
SEYDA;0;199
SEYDI;127;0
SEYDINA;495;0
SEYDINA-MOHAMED;21;0
SEYDINA-MOUHAMED;28;0
SEYDOU;892;0
SEYED;40;0
SEYF;131;0
SEYF-EDDINE;45;0
SEYFDINE;42;0
SEYFEDDINE;59;0
SEYFEDINE;50;0
SEYFI;29;0
SEYFULLAH;28;0
SEYHA;29;0
SEYHAN;116;77
SEYID;29;0
SEYIT;176;0
SEYLA;0;38
SEYLAN;68;0
SEYLIAN;33;0
SEYMA;0;614
SEYMA-NUR;0;20
SEYMANUR;0;21
SEYMEN;171;0
SEYMOUR;51;0
SEYNA;0;118
SEYNABOU;0;489
SEYNI;116;45
SEYON;29;0
SEYRAN;0;35
SEYYID;114;0
SEZAI;21;0
SEZEN;0;77
SEZER;197;0
SEZGIN;93;0
SEZNI;50;0
SEZNY;84;0
SFIA;0;77
SHAAD;45;0
SHAAN;57;33
SHAANA;0;33
SHABAN;39;0
SHABANA;0;42
SHABNAM;0;42
SHAD;195;0
SHADA;0;60
SHADDAI;55;0
SHADE;20;562
SHADEE;0;59
SHADEN;0;330
SHADENE;0;133
SHADEY;0;181
SHADI;164;31
SHADIA;0;84
SHADINE;0;29
SHADY;326;21
SHADYA;0;32
SHAE;0;124
SHAELY;0;28
SHAELYNN;0;25
SHAENA;0;57
SHAFI;22;0
SHAFIK;26;0
SHAGGY;20;0
SHAHAD;0;27
SHAHAN;32;0
SHAHANA;0;39
SHAHD;0;204
SHAHED;0;29
SHAHEED;40;0
SHAHEEN;208;58
SHAHID;310;0
SHAHIDA;0;44
SHAHIM;41;0
SHAHIMA;0;24
SHAHIN;473;0
SHAHINA;0;152
SHAHINAZ;0;109
SHAHINAZE;0;34
SHAHINE;486;54
SHAHINES;0;24
SHAHINEZ;0;470
SHAHINEZE;0;102
SHAHIR;25;0
SHAHIRA;0;27
SHAHNAZ;0;25
SHAHRAZAD;0;45
SHAHRAZADE;0;31
SHAHRAZED;0;40
SHAHYN;134;0
SHAHYNA;0;41
SHAHYNE;68;0
SHAHYNEZ;0;38
SHAHZAD;22;0
SHAHZAIN;20;0
SHAI;421;55
SHAID;22;0
SHAIDA;0;20
SHAILA;0;74
SHAILEY;0;21
SHAILI;0;102
SHAILLY;0;25
SHAILY;0;538
SHAILYS;0;38
SHAIM;138;0
SHAIMA;0;2619
SHAIMAA;0;73
SHAIMAE;0;52
SHAIN;360;0
SHAINA;0;4678
